,Nombre,Apellido Paterno,Apellido Materno,fecha,producto,P1,P2,P3,P4,P5
12063,Avril,Cadena,Posada,2020-01-01,Producto X,5,5,5,4,-1
12064,Tatiana,Cuellar,Otero,2020-02-06,Producto X,5,5,5,4,5
12065,Anastasia,Quintanilla,Gallardo,2020-01-22,Producto X,5,5,4,-1,5
12066,Carlota,Cotto,Zamora,2020-04-10,Producto X,3,3,3,3,5
12067,Octavia,Leandro,Marroquín,2020-01-20,Producto Y,3,-1,3,2,2
12068,Paloma,Bañuelos,Calienes,2020-02-14,Producto Y,4,3,5,5,4
12069,Iris,De oliveira,Branco,2020-02-18,Producto Y,5,-1,3,3,4
12070,Mara,Mascareñas,Banda,2020-01-11,Producto X,5,4,4,5,5
12071,Elí­as,Cardenas,González,2020-02-24,Producto X,4,5,5,5,4
12072,Fidel,Llamas,Sanches,2020-02-20,Producto X,5,4,5,-1,5
12073,Isidora,Carrion,Concepción,2020-02-25,Producto X,-1,5,5,5,5
12074,Miranda,Ordóñez,Orta,2020-02-25,Producto X,-1,5,5,5,5
12075,Joana,Oporto,De lima,2020-04-10,Producto X,5,4,5,4,4
12076,Frida,Pinheiro,Sarabia,2020-03-12,Producto X,5,5,-1,4,5
12077,Cecilia,Mello,Anguiano,2020-01-26,Producto X,4,4,5,4,5
12078,Tomás,Souza,Romo,2020-01-28,Producto Y,5,5,4,2,1
12079,Marcos,Malave,Montaño,2020-01-17,Producto X,5,4,5,5,5
12080,Nicolás,Orozco,Arguello,2020-04-03,Producto X,5,5,5,5,5
12081,Xavier,Concepción,Solís,2020-02-10,Producto X,4,-1,4,5,4
12082,Silvestre,Jaramillo,Rodarte,2020-01-16,Producto X,-1,5,5,5,5
12083,Encarnición,Chacón,Estévez,2020-03-24,Producto X,4,5,5,5,-1
12084,Gabriela,Villegas,Rincón,2020-01-24,Producto X,4,4,4,5,4
12085,Serena,Coelho,Colón,2020-02-06,Producto X,4,5,4,5,5
12086,Adán,Armenta,Hinojosa,2020-02-12,Producto Y,5,4,5,3,4
12087,Alana,Tirado,Anguiano,2020-03-22,Producto X,5,5,5,5,4
12088,Teresa,Velázquez,Alves,2020-03-18,Producto X,5,4,5,5,4
12089,Joaquí­n,Pedroza,Cardenas,2020-02-23,Producto X,5,-1,5,5,5
12090,Abrán,Moya,Nazario,2020-03-15,Producto X,-1,5,4,4,4
12091,Encarnición,Pacheco,Nunes,2020-02-04,Producto X,5,4,5,4,5
12092,Albina,Queiroz,Madrid,2020-04-03,Producto X,4,4,5,4,4
12093,Marcos,Nájera,Reséndez,2020-03-13,Producto X,5,4,5,5,5
12094,Linda,Delapaz,Echevarría,2020-04-04,Producto X,5,5,5,5,5
12095,Caleb,Valentín,Negrón,2020-01-21,Producto X,5,5,5,4,4
12096,Thalia,Nájera,Roldán,2020-01-08,Producto X,5,5,4,5,-1
12097,Azura,Araña,Otero,2020-01-16,Producto X,3,5,5,5,5
12098,Viviana,Rodrígez,Armenta,2020-02-01,Producto X,4,5,4,5,5
12099,Selena,Palomino,Vega,2020-01-16,Producto X,5,5,4,4,-1
12100,Benjamí­n,Ortega,Arias,2020-01-01,Producto X,5,5,5,4,4
12101,Catalina,Galindo,Lencastre,2020-03-26,Producto X,5,4,5,4,4
12102,Salvador,Solorio,Salas,2020-03-27,Producto X,5,5,4,3,5
12103,Bella,Pereyra,Luján,2020-03-02,Producto X,5,4,5,-1,4
12104,Eliseo,Mascareñas,Pereira,2020-03-19,Producto X,-1,-1,-1,4,5
12105,Lucas,Córdova,Guevara,2020-01-10,Producto X,4,-1,3,5,4
12106,Teresa,Carrasquillo,Abeyta,2020-02-25,Producto X,5,5,5,4,4
12107,Andrés,Muñiz,Cintrón,2020-03-05,Producto X,4,5,1,4,5
12108,Leandra,Lovato,Grijalva,2020-04-04,Producto X,4,-1,3,5,5
12109,Marcia,Saldaña,Hidalgo,2020-02-03,Producto X,5,5,5,-1,5
12110,Natalia,Iglesias,Barroso,2020-03-18,Producto X,5,-1,4,5,5
12111,Martí­n,Vallejo,Daga,2020-04-10,Producto X,5,5,5,5,5
12112,Nuria,Sierra,Fierro,2020-02-26,Producto Y,1,3,5,3,5
12113,Segunda,Bravo,Botello,2020-03-25,Producto X,3,4,4,4,3
12114,Juliana,Mourao,Mojica,2020-01-30,Producto X,4,-1,4,4,5
12115,Felicitas,Da rosa,Hernández,2020-01-25,Producto X,5,3,4,5,5
12116,Marianela,Morello,Bermúdez,2020-01-27,Producto X,5,4,4,5,4
12117,Graciana,Evangelista,Cardona,2020-02-01,Producto Y,2,5,2,4,4
12118,Noemí,Padilla,Espinoza,2020-04-09,Producto X,5,4,3,3,4
12119,Alejandrina,Berríos,Garibay,2020-02-29,Producto Y,3,2,2,4,4
12120,Eduardo,Galván,Ponce,2020-02-21,Producto Y,5,4,1,1,3
12121,Abigail,De almeida,Collado,2020-02-27,Producto X,5,5,5,-1,4
12122,Teresa,Dorador,Sena,2020-01-21,Producto X,4,3,5,-1,4
12123,Alejandra,Paredes,Vázquez,2020-03-14,Producto X,5,5,5,5,5
12124,Elí­as,Moraes,Adames,2020-04-04,Producto X,4,4,4,-1,5
12125,Guillermo,Mondragón,Padilla,2020-04-02,Producto X,5,-1,5,5,-1
12126,Ava,Granado,Ulloa,2020-03-27,Producto X,5,-1,-1,5,4
12127,Eliseo,Do nacimento,Munguía,2020-04-14,Producto X,5,4,5,5,5
12128,Hugo,Vera,Mendoza,2020-04-10,Producto X,3,5,3,4,5
12129,Marisa,Camacho,Domingues,2020-01-14,Producto Y,3,5,4,4,4
12130,Zoe,Barrientos,Saldaña,2020-02-18,Producto Y,2,-1,2,-1,2
12131,Roberta,Atencio,Reyes,2020-03-11,Producto X,5,5,4,5,4
12132,Rolando,Melgar,López,2020-02-18,Producto Y,5,3,4,3,4
12133,Ana,Covarrubias,Rodrigues,2020-01-18,Producto X,4,5,5,5,5
12134,Octavia,Abeyta,Quiroz,2020-04-10,Producto X,5,3,-1,3,4
12135,Anastacio,De souza,Negrete,2020-04-01,Producto X,3,5,3,4,2
12136,Sócrates,Alvarado,Esquibel,2020-02-06,Producto Y,2,4,3,-1,4
12137,Venus,Faura,Galván,2020-03-28,Producto X,5,5,4,5,5
12138,Alejandra,Madera,Alemán,2020-02-01,Producto Y,4,4,2,3,-1
12139,Hugo,Rolón,Branco,2020-01-21,Producto X,2,5,3,5,5
12140,Jesús,Carrasquillo,De sousa,2020-02-28,Producto X,3,5,4,5,-1
12141,Carlos,Magaña,Cosinga,2020-01-22,Producto X,5,4,4,5,5
12142,Adán,Canales,Do nacimento,2020-02-13,Producto X,5,4,4,-1,5
12143,Claudia,Urbina,Veiga,2020-01-24,Producto X,5,5,5,5,5
12144,Brisa,Rivero,De oliveira,2020-01-01,Producto Y,3,4,5,4,3
12145,Angela,Rosado,Dosantos,2020-03-16,Producto X,4,4,5,5,5
12146,Agustina,Elizondo,Pulido,2020-02-02,Producto X,5,4,-1,5,5
12147,Teodoro,Ribeiro,Ybarra,2020-03-25,Producto X,5,5,5,5,4
12148,Renee,De lima,Lobato,2020-01-08,Producto X,-1,4,5,4,5
12149,Fortunata,Chacón,Sandoval,2020-02-26,Producto X,4,4,-1,5,5
12150,Elí­as,Lozada,Badillo,2020-04-09,Producto X,3,-1,-1,5,5
12151,Fiona,Ayala,Fino,2020-03-31,Producto X,5,5,5,4,5
12152,Gloria,Villarreal,Burgos,2020-04-11,Producto X,5,4,4,5,5
12153,Juana,Bueno,Borrego,2020-03-24,Producto X,4,-1,-1,5,4
12154,Virginia,Guerrero,Robles,2020-03-26,Producto X,4,4,5,4,5
12155,Marilú,Gonzales,Dávila,2020-01-28,Producto X,4,5,5,4,4
12156,Jacobo,Leao,Nostades,2020-03-09,Producto X,4,-1,-1,2,5
12157,Rubí,Cernades,Galván,2020-03-31,Producto X,4,5,5,3,5
12158,Viviana,Cuellar,Anguiano,2020-03-29,Producto X,5,4,5,4,5
12159,Natalia,Muro,Portugal,2020-02-15,Producto X,5,4,5,4,4
12160,Dana,Valdivia,Esquivel,2020-04-04,Producto X,5,5,4,5,5
12161,Claudio,Morello,Ramos,2020-02-14,Producto X,4,5,4,5,4
12162,Valentina,Anguiano,Cerda,2020-01-04,Producto X,-1,4,5,5,5
12163,Lara,Mego,Marrero,2020-04-01,Producto X,5,5,4,4,-1
12164,Efrain,Navarrete,Quezada,2020-03-08,Producto X,5,5,5,4,5
12165,Carlos,Botello,Quesada,2020-02-17,Producto X,3,4,5,5,5
12166,Silvestre,Valdés,Carreón,2020-03-22,Producto X,5,4,5,5,-1
12167,Bartolomé,Sarabia,Orozco,2020-04-01,Producto X,5,5,5,5,5
12168,Abril,Sanabria,Rendón,2020-02-21,Producto Y,4,3,3,4,4
12169,Dalia,Vigil,Regalado,2020-01-07,Producto X,4,4,5,5,3
12170,Leonardo,Terán,Mego,2020-01-16,Producto X,3,5,5,5,3
12171,Azalea,Tovar,Parra,2020-03-23,Producto X,5,5,5,5,-1
12172,Solana,Carvajal,Chapa,2020-02-16,Producto X,5,5,5,5,5
12173,Luz,Moraes,Meraz,2020-03-24,Producto X,5,3,5,5,3
12174,Javier,Leyva,Tórrez,2020-01-04,Producto X,4,5,4,4,4
12175,Zoe,Morello,Da ros,2020-03-22,Producto X,-1,5,5,5,4
12176,Nancy,Zapata,Arreola,2020-03-28,Producto X,3,4,5,5,5
12177,Lorena,Rodarte,Ulloa,2020-03-31,Producto X,3,5,-1,-1,5
12178,Rosa,Benavídez,Salinas,2020-03-10,Producto X,5,5,5,5,5
12179,Uma,Casal,Fino,2020-01-21,Producto X,5,4,5,5,4
12180,Avril,Mena,Amaral,2020-04-02,Producto X,-1,5,5,4,5
12181,Claudio,Menchaca,Abreu,2020-02-18,Producto X,4,4,4,5,-1
12182,Anastacio,Negrón,Velázquez,2020-01-12,Producto X,5,5,5,5,4
12183,Efrain,Espinosa,Burgos,2020-02-14,Producto X,4,4,4,3,4
12184,Neptuno,Queiroz,Vargas,2020-01-04,Producto X,5,5,5,5,4
12185,Yvonne,Posada,Cepeda,2020-01-05,Producto Y,1,1,-1,4,3
12186,Angela,Antunes,Domingues,2020-01-26,Producto X,-1,4,4,5,4
12187,Cristal,Montero,Pedraza,2020-03-28,Producto X,5,-1,5,3,5
12188,Emanuel,Da ponte,Salcedo,2020-01-28,Producto Y,-1,4,5,3,5
12189,Lisa,Dosantos,Samaniego,2020-01-18,Producto Y,4,4,4,2,3
12190,Maricela,Do santos,Ortiz,2020-02-13,Producto X,5,5,5,5,5
12191,Juan,Olivares,Echevarría,2020-01-10,Producto X,5,-1,5,3,5
12192,Ariel,Goncalves,Chávez,2020-03-14,Producto X,4,4,5,5,4
12193,Sabrina,Henríquez,Cedillo,2020-03-27,Producto X,5,-1,-1,5,5
12194,Anastacio,Lovato,De almeida,2020-04-06,Producto X,5,3,5,4,4
12195,Alma,Cabrera,Zelaya,2020-04-11,Producto X,5,4,4,4,5
12196,Roque,Palomo,Villalobos,2020-01-10,Producto X,3,4,5,-1,4
12197,Rolando,Abreu,Ceballos,2020-04-06,Producto X,5,4,5,4,4
12198,Guillermo,Castro,Niño,2020-04-02,Producto X,4,5,5,4,5
12199,Antonella,Uribe,Casares,2020-03-14,Producto X,4,4,5,5,5
12200,Tía,Loya,Antunes,2020-02-20,Producto X,3,5,-1,5,5
12201,Iván,Jurado,Lugo,2020-02-06,Producto X,5,5,5,5,4
12202,Gabriela,Alba,Holguín,2020-01-17,Producto X,4,3,5,4,4
12203,Sebastián,Aponte,Paredes,2020-03-07,Producto X,5,5,4,5,5
12204,Efraim,Mesa,Valles,2020-02-14,Producto Y,4,-1,4,4,4
12205,Nancy,Sotelo,Almaraz,2020-01-28,Producto Y,3,3,2,2,4
12206,Fátima,Santiago,Alonzo,2020-04-02,Producto X,4,5,5,4,-1
12207,Nazarena,Marrero,Mena,2020-01-29,Producto X,5,4,5,5,5
12208,Caleb,Pajares,Sampaio,2020-02-17,Producto X,4,3,4,4,4
12209,Neptuno,Castro,Chapa,2020-03-08,Producto X,5,4,4,5,5
12210,Miguel,Fierro,Lebrón,2020-03-25,Producto X,5,-1,5,5,4
12211,Agustina,Madrigal,Rael,2020-02-08,Producto Y,5,4,2,3,4
12212,Talia,Sena,De souza,2020-01-03,Producto X,4,4,5,5,5
12213,Celestino,Portugal,Nevárez,2020-04-02,Producto X,-1,-1,5,5,5
12214,Jesús,Toro,Barrientos,2020-03-23,Producto X,4,4,3,5,5
12215,Tina,Cazares,Maestas,2020-01-08,Producto X,4,-1,5,3,3
12216,Dalia,Terán,Roybal,2020-02-24,Producto X,-1,5,5,4,-1
12217,Emanuel,Casillas,Zambrano,2020-02-28,Producto X,5,5,-1,-1,-1
12218,Alberto,Concepción,Piña,2020-04-04,Producto X,-1,3,5,4,4
12219,Rubí,Ramos,Antunes,2020-03-13,Producto X,-1,4,5,5,4
12220,Sergio,Ruiz,Alcala,2020-02-21,Producto Y,-1,-1,3,3,4
12221,Fernando,Quintero,Climaco,2020-03-30,Producto X,-1,4,4,5,3
12222,Gerardo,Frías,Molina,2020-01-26,Producto X,3,4,5,5,5
12223,Gracia,Aranda,Gamez,2020-04-14,Producto X,5,5,5,4,5
12224,Patricia,Hinojosa,Casanova,2020-01-24,Producto X,-1,5,5,5,5
12225,Alana,Delrío,Gaona,2020-04-08,Producto X,4,-1,5,5,4
12226,Yvonne,Loya,Soto,2020-02-29,Producto X,-1,4,4,5,3
12227,Camila,Aparicio,Gomes,2020-01-02,Producto X,5,4,3,4,2
12228,José,Da ros,Longoria,2020-03-17,Producto X,5,4,5,5,5
12229,Valentí­n,Elizondo,Valenzuela,2020-01-04,Producto X,5,5,5,4,5
12230,Amanda,Mideros,Alejandro,2020-01-29,Producto X,4,5,-1,5,5
12231,Florencia,Armas,Ulibarri,2020-03-14,Producto X,4,4,5,-1,5
12232,Adriana,Reséndez,Quiñónez,2020-04-10,Producto X,-1,5,5,-1,5
12233,Abraham,Cintrón,Da nobrega,2020-01-18,Producto X,4,5,5,-1,4
12234,Tomás,Duarte,Benavídez,2020-02-06,Producto X,4,-1,4,4,4
12235,Ana,Saldivar,Cardona,2020-03-08,Producto X,5,3,4,5,-1
12236,Valentina,Ozuna,Velázquez,2020-01-06,Producto X,4,4,5,4,5
12237,Tatiana,Pantoja,Cardona,2020-03-14,Producto X,5,4,5,-1,5
12238,Uma,Montenegro,Banda,2020-02-28,Producto X,-1,3,5,4,4
12239,Thalia,Nores,Mateo,2020-01-12,Producto X,4,5,4,-1,5
12240,Ariel,Pelayo,Delgadillo,2020-01-13,Producto Y,3,5,-1,2,4
12241,Fernando,Ruvalcaba,Saucedo,2020-03-30,Producto X,5,-1,5,5,4
12242,Amadeo,Esquivel,Rivera,2020-02-14,Producto X,5,4,5,4,5
12243,Lana,Ceja,Esparza,2020-01-12,Producto X,5,-1,5,5,5
12244,Tía,Centeno,Palomino,2020-04-07,Producto X,4,5,-1,5,5
12245,Elaine,Leao,Da souza,2020-03-14,Producto X,5,4,4,5,4
12246,Benedicto,Peixoto,Quiroz,2020-01-11,Producto X,5,5,4,3,4
12247,Trinidad,Crespo,Vaca,2020-01-14,Producto X,5,5,5,3,5
12248,Lucas,Ravines,Razo,2020-02-07,Producto Y,2,4,4,4,3
12249,Juliana,Pulido,Delapaz,2020-02-28,Producto X,5,5,5,5,5
12250,Salvador,Aguilera,Carbajal,2020-02-13,Producto X,5,5,5,5,-1
12251,Helena,Morello,Pacheco,2020-04-02,Producto X,4,-1,5,5,5
12252,Angélica,Queiroz,Paz,2020-04-09,Producto X,5,3,4,4,5
12253,René,Ruiz,Aguayo,2020-02-08,Producto Y,4,3,1,3,3
12254,Serena,Cernades,Baca,2020-02-11,Producto X,4,-1,5,4,4
12255,Angelina,Coimbra,Ocasio,2020-02-06,Producto X,-1,-1,4,4,5
12256,Elena,Gallardo,Bañuelos,2020-04-05,Producto X,4,-1,5,-1,5
12257,Olivia,Iglesias,Coelho,2020-03-09,Producto X,5,-1,5,5,4
12258,Violeta,Irizarry,Pajares,2020-01-14,Producto X,5,5,-1,5,5
12259,Caleb,Morello,Ocampo,2020-01-01,Producto X,4,5,5,4,5
12260,Jennifer,Alves,Pabón,2020-02-16,Producto X,5,-1,5,5,5
12261,Florencia,Flórez,Sandiga,2020-01-02,Producto Y,3,4,5,3,2
12262,Marcia,Curbelo,Archuleta,2020-02-21,Producto X,5,4,4,-1,5
12263,Wendy,De souza,Menchaca,2020-04-07,Producto X,2,4,3,4,-1
12264,Miranda,Contreras,Sierra,2020-02-10,Producto Y,4,4,4,3,2
12265,Florencia,Leiva,Roldán,2020-02-14,Producto X,5,5,5,5,5
12266,Emma,Abreu,Jaimes,2020-04-02,Producto X,4,5,5,4,5
12267,Carlos,Lozada,Rojo,2020-04-03,Producto X,5,5,5,5,4
12268,Eliana,Linares,Olivo,2020-02-12,Producto X,4,5,5,5,5
12269,Esperanza,Escalante,Mireles,2020-01-01,Producto Y,3,3,3,4,3
12270,Dana,Magaña,Soliz,2020-01-10,Producto X,-1,4,5,5,-1
12271,Jorge,Barrios,Da silva,2020-04-03,Producto X,5,5,-1,5,-1
12272,Pablo,Zago,Soto,2020-04-11,Producto X,4,5,-1,-1,-1
12273,Virginia,Mondragón,Lara,2020-03-04,Producto X,4,5,4,4,5
12274,Orlando,Gálvez,Ceja,2020-04-14,Producto X,4,3,3,4,5
12275,Solana,Montenegro,Adame,2020-02-29,Producto X,5,4,5,5,4
12276,Samantha,Pizarro,Ramos,2020-02-13,Producto Y,4,2,2,4,5
12277,Hugo,Reyes,Galván,2020-02-14,Producto X,-1,5,5,4,5
12278,Pablo,Ortiz,Benavides,2020-02-29,Producto X,4,-1,-1,5,3
12279,Silvestre,Arellano,Hernádez,2020-03-01,Producto X,5,5,4,5,5
12280,Calí­ope,Velásquez,de Jesús,2020-03-20,Producto X,5,5,5,5,5
12281,Bibiana,Nores,Delrío,2020-02-09,Producto X,5,4,4,-1,5
12282,Candelaria,Salcedo,Faria,2020-01-09,Producto X,5,-1,5,5,-1
12283,Esteban,Garrido,Da conceicao,2020-02-05,Producto X,5,5,5,3,4
12284,Antonella,Concepción,Collazo,2020-02-01,Producto X,4,5,5,5,4
12285,Gianina,Velásquez,Villegas,2020-02-15,Producto X,5,5,5,-1,4
12286,Mariana,Guevara,Maqueira,2020-04-04,Producto X,4,5,5,4,5
12287,Brita,Barragán,Alba,2020-02-27,Producto X,5,5,5,5,5
12288,María,Galarza,Zavala,2020-01-29,Producto X,4,5,4,5,5
12289,Daira,Posada,Guzmán,2020-02-27,Producto X,4,5,5,4,-1
12290,Ángel,Cabán,Soares,2020-02-12,Producto X,5,5,4,4,4
12291,Renee,Almonte,Angobaldo,2020-01-31,Producto X,5,5,5,5,5
12292,Hugo,Gallegos,Águilar,2020-03-01,Producto X,4,3,4,4,5
12293,Anastasia,Da rosa,Cornejo,2020-01-21,Producto X,5,5,-1,5,5
12294,Nadia,Angulo,Garay,2020-04-13,Producto X,5,4,5,5,5
12295,Stefano,Delacrúz,Arguello,2020-01-06,Producto X,5,5,3,5,3
12296,Maya,Alvares,Rocha,2020-01-18,Producto Y,5,3,-1,-1,3
12297,Mabel,Collado,Niño,2020-03-01,Producto X,5,5,4,5,-1
12298,Verónica,Nomberto,De oliveira,2020-01-22,Producto X,4,5,5,4,5
12299,Sergio,Sarabia,Arteaga,2020-04-14,Producto X,4,5,5,5,4
12300,Luz,Mercado,Aranda,2020-03-21,Producto X,-1,4,4,-1,-1
12301,Claudia,Cernades,Lovato,2020-03-08,Producto X,5,5,4,5,5
12302,Iván,Navarro,Paredes,2020-02-16,Producto X,4,5,-1,5,3
12303,Liana,Vergara,Banda,2020-01-09,Producto Y,4,5,3,-1,3
12304,Dalia,Mondragón,Jasso,2020-01-22,Producto X,2,5,5,-1,4
12305,Viviana,Carrera,Souza,2020-02-20,Producto X,5,4,5,5,-1
12306,Fe,Arguello,Bravo,2020-01-09,Producto X,-1,5,3,5,5
12307,Amara,Peña,Mego,2020-02-21,Producto X,4,-1,5,5,-1
12308,Adriana,Amaya,Delvalle,2020-01-17,Producto X,5,-1,-1,5,4
12309,Jorge,Loya,Lencastre,2020-02-26,Producto X,5,5,5,4,-1
12310,Esmeralda,Tello,Figueroa,2020-02-14,Producto X,5,3,5,5,-1
12311,Cristina,García,Gomes,2020-04-13,Producto X,4,5,5,3,5
12312,Belén,Sauceda,Quiroz,2020-01-20,Producto Y,3,4,3,4,3
12313,Bella,Godínez,Da costa,2020-01-13,Producto X,5,5,4,4,5
12314,Casia,Heredia,Zamudio,2020-02-29,Producto X,5,4,5,5,4
12315,Eliseo,Reyes,Barrera,2020-04-01,Producto X,5,4,5,4,4
12316,Agnano,Casárez,Toro,2020-02-15,Producto Y,4,3,-1,2,5
12317,Octavio,Garza,Teixeira,2020-01-18,Producto X,4,5,5,5,4
12318,JasmÃ­n,Trujillo,Abreu,2020-04-02,Producto X,5,3,5,-1,3
12319,Nevada,Docarmo,De almeida,2020-02-23,Producto X,3,5,5,5,5
12320,Diógenes,Ornelas,Hurtado,2020-02-23,Producto X,-1,5,3,5,3
12321,Fe,Olivares,Leao,2020-01-07,Producto X,5,-1,4,4,3
12322,Talia,Ornelas,Oquendo,2020-04-08,Producto X,-1,5,3,3,5
12323,Santiago,Domínguez,Segovia,2020-02-14,Producto X,5,5,4,5,5
12324,Tina,Gracia,Velásquez,2020-01-15,Producto X,5,4,5,5,-1
12325,Zoe,Aguayo,Elizondo,2020-01-26,Producto X,5,5,4,4,4
12326,Martí­n,Puente,Adauto,2020-02-25,Producto Y,3,-1,4,2,4
12327,Marisa,Sáenz,Ordóñez,2020-03-20,Producto X,5,-1,-1,-1,4
12328,Fortunata,Nomberto,Sáenz,2020-02-20,Producto X,5,5,4,-1,5
12329,Felix,Sosa,Vela,2020-02-14,Producto X,4,5,5,5,5
12330,Mónica,Bétancourt,Quintero,2020-02-17,Producto X,4,4,5,5,4
12331,Olivia,Urbina,Carrasquillo,2020-02-03,Producto X,4,4,3,5,5
12332,Bárbara,Galván,Salazar,2020-03-20,Producto X,5,3,5,5,5
12333,Alma,León,Nieves,2020-01-08,Producto X,-1,5,5,5,5
12334,Efrain,Solís,Nava,2020-03-02,Producto X,5,5,3,5,4
12335,Alejandrina,Borrego,Sandiga,2020-01-15,Producto X,5,5,-1,4,4
12336,Felicitas,Robles,Hinojosa,2020-01-20,Producto X,4,-1,5,4,5
12337,Catalina,Hernádez,Jasso,2020-04-05,Producto X,5,-1,4,5,5
12338,Catarina,Tamayo,Teixeira,2020-04-11,Producto X,5,5,5,4,5
12339,Alfonso,Baes,Sierra,2020-01-28,Producto X,5,4,5,4,5
12340,Thalia,Preciado,Rodrigues,2020-04-10,Producto X,5,5,4,4,5
12341,Estrella,Carvajal,Olivares,2020-02-15,Producto Y,3,3,3,2,4
12342,Magdalena,Briones,Carbajal,2020-03-12,Producto X,5,5,5,5,5
12343,Paz,Soria,Meza,2020-02-17,Producto X,4,4,4,-1,-1
12344,Brenda,Montaño,Montemayor,2020-04-11,Producto X,3,4,-1,5,4
12345,Alberto,Bahena,Bonilla,2020-02-14,Producto X,4,3,-1,4,-1
12346,Amara,Hernádez,Merello,2020-02-11,Producto X,4,-1,5,5,5
12347,Luana,Chichón,Ribeyro,2020-01-12,Producto X,-1,5,5,5,-1
12348,Gloria,De lima,Sevilla,2020-04-07,Producto X,5,5,5,5,5
12349,Felipa,Espino,Rosales,2020-03-23,Producto X,5,5,4,4,-1
12350,Carlos,Banda,Castro,2020-02-04,Producto X,5,5,5,-1,3
12351,Maya,Burgos,Orosco,2020-01-21,Producto X,4,-1,5,5,3
12352,Ana,Do nacimento,Nomberto,2020-03-19,Producto X,3,5,5,5,4
12353,Emilia,Narváez,Paredes,2020-03-11,Producto X,5,5,5,4,5
12354,Sergio,Méndez,Gallegos,2020-04-04,Producto X,-1,4,4,5,4
12355,Absalón,Arellano,Sarabia,2020-01-26,Producto X,4,5,5,4,4
12356,Lidia,Méndez,Riojas,2020-01-18,Producto X,4,4,5,5,-1
12357,Perla,Urrutia,Centeno,2020-01-15,Producto X,4,-1,5,5,3
12358,Zacarí­as,Sosa,Mateo,2020-03-20,Producto X,4,5,4,4,4
12359,Jacobo,Nazario,Negrete,2020-03-17,Producto X,5,4,4,4,5
12360,Diógenes,Martínez,Orozco,2020-02-29,Producto Y,4,3,-1,4,3
12361,Guillermo,Da fieno,Ibarra,2020-01-21,Producto X,5,5,4,5,4
12362,Mercedes,Castillo,Márquez,2020-01-05,Producto X,4,4,4,3,5
12363,Maya,Banda,Olivera,2020-04-11,Producto X,4,5,3,5,5
12364,Caridad,Colón,Coimbra,2020-01-30,Producto X,5,4,4,5,5
12365,Gabriel,Acevedo,Santillán,2020-01-14,Producto X,4,4,-1,4,3
12366,Juana,Niño,Varela,2020-03-11,Producto X,5,5,5,4,5
12367,Belinda,Meza,Mata,2020-03-06,Producto X,5,4,-1,5,4
12368,Nancy,Gaona,Alva,2020-01-22,Producto X,4,4,5,5,4
12369,Malvina,Oporto,Meraz,2020-01-23,Producto X,4,5,5,-1,5
12370,Segunda,Burgos,Pacheco,2020-03-14,Producto X,4,5,4,-1,5
12371,Miguel,Aragón,Rivera,2020-04-04,Producto X,5,5,5,5,5
12372,Mara,Delatorre,Zepeda,2020-03-10,Producto X,5,5,4,5,5
12373,Nicolás,Alcabes,Briseño,2020-02-07,Producto Y,2,3,-1,3,-1
12374,Zoe,Pires,Núñez,2020-03-27,Producto X,5,4,5,5,4
12375,Miriam,Vasconcellos,Saavedra,2020-04-05,Producto X,4,5,5,5,5
12376,Graciana,Rascón,Moya,2020-03-14,Producto X,4,5,5,4,5
12377,Nataniel,Saldaña,Quesada,2020-03-30,Producto X,5,5,5,5,5
12378,Cecilia,Estrada,Romero,2020-03-21,Producto X,5,5,4,4,-1
12379,Dalia,Rodrigues,Rodríguez,2020-03-25,Producto X,5,5,5,5,4
12380,Azalea,Escobedo,Nazario,2020-03-24,Producto X,5,5,4,5,3
12381,Giuliana,Rivera,Vera,2020-03-22,Producto X,5,4,3,5,3
12382,Fortunata,Flores,Sandoval,2020-03-27,Producto X,-1,-1,4,5,5
12383,Albina,Laboy,Guimarey,2020-01-04,Producto X,4,4,5,5,-1
12384,Ernesto,Galarza,Da fieno,2020-01-23,Producto X,5,5,-1,5,3
12385,Thalia,Guzmán,Pantoja,2020-02-03,Producto X,5,-1,5,5,-1
12386,Alison,Barrera,Prieto,2020-01-10,Producto Y,4,2,4,3,4
12387,Octavio,Gutiérrez,Montez,2020-02-06,Producto X,5,5,3,4,4
12388,Orlando,Tamez,Terrazas,2020-03-08,Producto X,4,4,4,5,4
12389,Jade,Ortiz,Ocasio,2020-01-10,Producto X,5,5,-1,5,4
12390,Ángelo,Vélez,Jáquez,2020-03-10,Producto X,4,5,5,5,5
12391,Malvina,Leal,Vera,2020-01-26,Producto X,5,-1,5,4,5
12392,Fiona,Do santos,Marroquín,2020-03-01,Producto X,5,5,5,5,-1
12393,Liana,Ramón,Almeyda,2020-03-17,Producto X,5,5,3,5,4
12394,Diógenes,Álvarez,Guardado,2020-01-29,Producto X,4,4,5,5,4
12395,Dulce,Reynoso,Fierro,2020-03-03,Producto X,4,4,4,5,4
12396,Diógenes,Do nacimento,Fajardo,2020-01-31,Producto X,5,5,5,5,5
12397,Analí­a,Pantoja,Elizondo,2020-03-20,Producto X,-1,5,-1,5,5
12398,Malvina,Prado,Menéndez,2020-02-26,Producto X,5,5,5,5,4
12399,Mara,Dorador,De oliveira,2020-02-04,Producto X,5,4,3,5,5
12400,Nuria,Amador,Amador,2020-01-03,Producto Y,4,4,4,4,2
12401,Frida,Maqueira,Mires,2020-01-08,Producto X,5,5,5,4,5
